VCD info: dumpfile wave.vcd opened for output.
WARNING: testbench_top.v:87: $readmemh(input_mem.csv): Too many words in the file for the requested range [0:255].
T=  30.00 ns: --- Sending comp_enb pulse ---
T=  40.00 ns: Waiting for 'done' signal from accelerator...
PE_DBG[0][0] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG[0][1] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG[0][2] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG[0][3] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG[31][31] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG_ACCUM[0][0] @2635.00 ns: En=1 DoneLatch=0| MACsDone(cur)=0, MACsDone(next_calc)=1/32 | a_R=0000(v1) b_R=0000(v1) | mul_R(old)=0000(v1) acc_R(old)=0000 | mul_out(new_mulR)=0000 add_out(new_acc)=0000
PE_DBG_ACCUM[31][31] @3315.00 ns: En=1 DoneLatch=0| MACsDone(cur)=6, MACsDone(next_calc)=7/32 | a_R=0000(v1) b_R=0000(v1) | mul_R(old)=0000(v1) acc_R(old)=4110 | mul_out(new_mulR)=0000 add_out(new_acc)=4110
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3315.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3315.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3315.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3315.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3325.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3325.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3325.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3325.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3325.00 ns: En=1 DoneLatch=0| MACsDone(cur)=7, MACsDone(next_calc)=8/32 | a_R=c0e0(v1) b_R=0000(v1) | mul_R(old)=0000(v1) acc_R(old)=4110 | mul_out(new_mulR)=8000 add_out(new_acc)=4110
PE_DBG_ACCUM[31][31] @3335.00 ns: En=1 DoneLatch=0| MACsDone(cur)=8, MACsDone(next_calc)=9/32 | a_R=0000(v1) b_R=c0c0(v1) | mul_R(old)=8000(v1) acc_R(old)=4110 | mul_out(new_mulR)=8000 add_out(new_acc)=4110
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3335.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3335.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3335.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3335.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3345.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3345.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3345.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3345.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3345.00 ns: En=1 DoneLatch=0| MACsDone(cur)=9, MACsDone(next_calc)=10/32 | a_R=0000(v1) b_R=c120(v1) | mul_R(old)=8000(v1) acc_R(old)=4110 | mul_out(new_mulR)=8000 add_out(new_acc)=4110
PE_DBG_ACCUM[31][31] @3355.00 ns: En=1 DoneLatch=0| MACsDone(cur)=10, MACsDone(next_calc)=11/32 | a_R=0000(v1) b_R=0000(v1) | mul_R(old)=8000(v1) acc_R(old)=4110 | mul_out(new_mulR)=0000 add_out(new_acc)=4110
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3355.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3355.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3355.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3355.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3365.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3365.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3365.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3365.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3365.00 ns: En=1 DoneLatch=0| MACsDone(cur)=11, MACsDone(next_calc)=12/32 | a_R=c0e0(v1) b_R=0000(v1) | mul_R(old)=0000(v1) acc_R(old)=4110 | mul_out(new_mulR)=8000 add_out(new_acc)=4110
PE_DBG_ACCUM[31][31] @3375.00 ns: En=1 DoneLatch=0| MACsDone(cur)=12, MACsDone(next_calc)=13/32 | a_R=0000(v1) b_R=0000(v1) | mul_R(old)=8000(v1) acc_R(old)=4110 | mul_out(new_mulR)=0000 add_out(new_acc)=4110
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3375.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3375.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3375.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3375.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3385.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3385.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3385.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3385.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3385.00 ns: En=1 DoneLatch=0| MACsDone(cur)=13, MACsDone(next_calc)=14/32 | a_R=0000(v1) b_R=0000(v1) | mul_R(old)=0000(v1) acc_R(old)=4110 | mul_out(new_mulR)=0000 add_out(new_acc)=4110
PE_DBG_ACCUM[31][31] @3395.00 ns: En=1 DoneLatch=0| MACsDone(cur)=14, MACsDone(next_calc)=15/32 | a_R=0000(v1) b_R=c080(v1) | mul_R(old)=0000(v1) acc_R(old)=4110 | mul_out(new_mulR)=8000 add_out(new_acc)=4110
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3395.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3395.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3395.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3395.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3405.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3405.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3405.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3405.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3405.00 ns: En=1 DoneLatch=0| MACsDone(cur)=15, MACsDone(next_calc)=16/32 | a_R=0000(v1) b_R=0000(v1) | mul_R(old)=8000(v1) acc_R(old)=4110 | mul_out(new_mulR)=0000 add_out(new_acc)=4110
PE_DBG_ACCUM[31][31] @3415.00 ns: En=1 DoneLatch=0| MACsDone(cur)=16, MACsDone(next_calc)=17/32 | a_R=0000(v1) b_R=c000(v1) | mul_R(old)=0000(v1) acc_R(old)=4110 | mul_out(new_mulR)=8000 add_out(new_acc)=4110
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3415.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3415.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3415.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3415.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3425.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3425.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3425.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3425.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3425.00 ns: En=1 DoneLatch=0| MACsDone(cur)=17, MACsDone(next_calc)=18/32 | a_R=3f80(v1) b_R=c120(v1) | mul_R(old)=8000(v1) acc_R(old)=4110 | mul_out(new_mulR)=c120 add_out(new_acc)=4110
PE_DBG_ACCUM[31][31] @3435.00 ns: En=1 DoneLatch=0| MACsDone(cur)=18, MACsDone(next_calc)=19/32 | a_R=0000(v1) b_R=0000(v1) | mul_R(old)=c120(v1) acc_R(old)=4110 | mul_out(new_mulR)=0000 add_out(new_acc)=bf80
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3435.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3435.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3435.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3435.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3445.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3445.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3445.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3445.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3445.00 ns: En=1 DoneLatch=0| MACsDone(cur)=19, MACsDone(next_calc)=20/32 | a_R=bf80(v1) b_R=0000(v1) | mul_R(old)=0000(v1) acc_R(old)=bf80 | mul_out(new_mulR)=8000 add_out(new_acc)=bf80
PE_DBG_ACCUM[31][31] @3455.00 ns: En=1 DoneLatch=0| MACsDone(cur)=20, MACsDone(next_calc)=21/32 | a_R=0000(v1) b_R=c000(v1) | mul_R(old)=8000(v1) acc_R(old)=bf80 | mul_out(new_mulR)=8000 add_out(new_acc)=bf80
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3455.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3455.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3455.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3455.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3465.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3465.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3465.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3465.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3465.00 ns: En=1 DoneLatch=0| MACsDone(cur)=21, MACsDone(next_calc)=22/32 | a_R=0000(v1) b_R=c0a0(v1) | mul_R(old)=8000(v1) acc_R(old)=bf80 | mul_out(new_mulR)=8000 add_out(new_acc)=bf80
PE_DBG_ACCUM[31][31] @3475.00 ns: En=1 DoneLatch=0| MACsDone(cur)=22, MACsDone(next_calc)=23/32 | a_R=0000(v1) b_R=0000(v1) | mul_R(old)=8000(v1) acc_R(old)=bf80 | mul_out(new_mulR)=0000 add_out(new_acc)=bf80
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3475.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3475.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3475.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3475.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3485.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3485.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3485.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3485.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3485.00 ns: En=1 DoneLatch=0| MACsDone(cur)=23, MACsDone(next_calc)=24/32 | a_R=4000(v1) b_R=bf80(v1) | mul_R(old)=0000(v1) acc_R(old)=bf80 | mul_out(new_mulR)=c000 add_out(new_acc)=bf80
PE_DBG_ACCUM[31][31] @3495.00 ns: En=1 DoneLatch=0| MACsDone(cur)=24, MACsDone(next_calc)=25/32 | a_R=c0e0(v1) b_R=c040(v1) | mul_R(old)=c000(v1) acc_R(old)=bf80 | mul_out(new_mulR)=41a8 add_out(new_acc)=c040
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3495.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3495.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
